"list_id","child_id","wishes","submitted_date"
542,631,"{""colors"":[""Red""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trains""}",2024-08-25 00:00:00.000
543,631,"{""colors"":[""Yellow"",""Blue"",""Green""],""first_choice"":""Board games"",""second_choice"":""Dollhouses""}",2024-09-18 00:00:00.000
544,248,"{""colors"":[""Green"",""Brown""],""first_choice"":""Stuffed animals"",""second_choice"":""Board games""}",2024-02-08 00:00:00.000
545,275,"{""colors"":[""Pink"",""Pink"",""Green"",""Brown""],""first_choice"":""Yo-yos"",""second_choice"":""Barbie dolls""}",2024-11-21 00:00:00.000
546,622,"{""colors"":[""White"",""Red""],""first_choice"":""Action figures"",""second_choice"":""Jump ropes""}",2024-12-17 00:00:00.000
547,269,"{""colors"":[""Yellow"",""Orange"",""Orange"",""Blue""],""first_choice"":""Hula hoops"",""second_choice"":""LEGO blocks""}",2024-04-17 00:00:00.000
548,579,"{""colors"":[""Pink"",""Black""],""first_choice"":""Toy trucks"",""second_choice"":""Board games""}",2024-03-17 00:00:00.000
549,915,"{""colors"":[""White"",""Purple""],""first_choice"":""Building blocks"",""second_choice"":""Building blocks""}",2024-10-16 00:00:00.000
550,144,"{""colors"":[""Orange"",""Brown"",""Brown"",""Brown""],""first_choice"":""Action figures"",""second_choice"":""Board games""}",2024-10-09 00:00:00.000
551,823,"{""colors"":[""Pink"",""White"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Board games""}",2024-02-02 00:00:00.000
552,454,"{""colors"":[""Yellow"",""Yellow"",""Orange"",""White"",""Black""],""first_choice"":""Jump ropes"",""second_choice"":""Stuffed animals""}",2024-05-28 00:00:00.000
553,758,"{""colors"":[""Pink"",""Brown""],""first_choice"":""Toy musical instruments"",""second_choice"":""Play-Doh""}",2024-05-13 00:00:00.000
554,575,"{""colors"":[""Purple"",""Black"",""Blue"",""Orange"",""Black""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Yo-yos""}",2024-04-15 00:00:00.000
555,744,"{""colors"":[""Orange"",""Purple"",""Black"",""Orange"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jigsaw puzzles""}",2024-04-28 00:00:00.000
556,683,"{""colors"":[""Orange"",""Yellow"",""Blue""],""first_choice"":""Rubiks cubes"",""second_choice"":""Stuffed animals""}",2024-12-22 00:00:00.000
557,217,"{""colors"":[""Purple"",""Orange"",""Red"",""Pink""],""first_choice"":""Jump ropes"",""second_choice"":""Remote control cars""}",2024-10-03 00:00:00.000
558,493,"{""colors"":[""Pink"",""Yellow"",""Red""],""first_choice"":""Remote control cars"",""second_choice"":""Play-Doh""}",2024-03-16 00:00:00.000
559,205,"{""colors"":[""Orange"",""Blue"",""Orange"",""Black"",""Pink""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy kitchen sets""}",2024-10-15 00:00:00.000
560,319,"{""colors"":[""Yellow"",""Brown""],""first_choice"":""Building sets"",""second_choice"":""Play-Doh""}",2024-07-08 00:00:00.000
561,401,"{""colors"":[""Yellow""],""first_choice"":""Teddy bears"",""second_choice"":""Building sets""}",2024-09-18 00:00:00.000
562,668,"{""colors"":[""Green"",""Purple""],""first_choice"":""Board games"",""second_choice"":""Toy trains""}",2024-01-30 00:00:00.000
563,389,"{""colors"":[""Orange"",""White"",""Orange"",""Green"",""Black""],""first_choice"":""Toy trains"",""second_choice"":""Rubiks cubes""}",2024-07-26 00:00:00.000
564,974,"{""colors"":[""White"",""Black"",""Green"",""Green"",""Pink""],""first_choice"":""Action figures"",""second_choice"":""Remote control cars""}",2024-07-20 00:00:00.000
565,795,"{""colors"":[""Pink"",""Black"",""Pink"",""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-04-29 00:00:00.000
566,998,"{""colors"":[""Yellow"",""Pink""],""first_choice"":""Remote control cars"",""second_choice"":""Dollhouses""}",2024-09-24 00:00:00.000
567,56,"{""colors"":[""Pink"",""Black"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Yo-yos""}",2024-09-22 00:00:00.000
568,259,"{""colors"":[""Brown"",""Yellow""],""first_choice"":""Rubiks cubes"",""second_choice"":""Hula hoops""}",2024-07-03 00:00:00.000
569,169,"{""colors"":[""Red"",""Blue""],""first_choice"":""Teddy bears"",""second_choice"":""Play-Doh""}",2024-02-27 00:00:00.000
570,63,"{""colors"":[""Pink"",""Orange"",""Red"",""Green"",""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Board games""}",2024-01-19 00:00:00.000
571,226,"{""colors"":[""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Building sets""}",2024-03-16 00:00:00.000
572,688,"{""colors"":[""Orange"",""Brown"",""Purple"",""Red"",""Pink""],""first_choice"":""Dollhouses"",""second_choice"":""Jump ropes""}",2024-02-16 00:00:00.000
573,211,"{""colors"":[""Green""],""first_choice"":""Building blocks"",""second_choice"":""Dollhouses""}",2024-07-14 00:00:00.000
574,298,"{""colors"":[""Black"",""Blue""],""first_choice"":""LEGO blocks"",""second_choice"":""Remote control cars""}",2024-03-18 00:00:00.000
575,774,"{""colors"":[""Green"",""Brown"",""Green""],""first_choice"":""Barbie dolls"",""second_choice"":""Board games""}",2024-11-16 00:00:00.000
576,897,"{""colors"":[""Blue"",""Purple"",""Green""],""first_choice"":""Barbie dolls"",""second_choice"":""Dollhouses""}",2024-11-17 00:00:00.000
577,632,"{""colors"":[""White"",""Yellow"",""Pink"",""Green""],""first_choice"":""Yo-yos"",""second_choice"":""Board games""}",2024-07-05 00:00:00.000
578,541,"{""colors"":[""Orange""],""first_choice"":""Toy trucks"",""second_choice"":""Barbie dolls""}",2024-03-04 00:00:00.000
579,628,"{""colors"":[""Purple""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Building blocks""}",2024-07-04 00:00:00.000
580,122,"{""colors"":[""White""],""first_choice"":""Action figures"",""second_choice"":""Rubiks cubes""}",2024-09-24 00:00:00.000
581,925,"{""colors"":[""Red"",""Red"",""Red"",""White""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-01-07 00:00:00.000
582,403,"{""colors"":[""Red"",""Black"",""Orange"",""Green""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy musical instruments""}",2024-06-23 00:00:00.000
583,819,"{""colors"":[""Brown"",""Black""],""first_choice"":""Stuffed animals"",""second_choice"":""Jigsaw puzzles""}",2024-08-05 00:00:00.000
584,924,"{""colors"":[""Red"",""Pink"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Hula hoops""}",2024-07-22 00:00:00.000
585,174,"{""colors"":[""Green"",""Brown"",""Yellow"",""Pink""],""first_choice"":""Hula hoops"",""second_choice"":""Yo-yos""}",2024-11-15 00:00:00.000
586,606,"{""colors"":[""Green"",""Blue"",""Orange"",""Black""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Building blocks""}",2024-02-13 00:00:00.000
587,928,"{""colors"":[""Black""],""first_choice"":""Building blocks"",""second_choice"":""Teddy bears""}",2024-02-11 00:00:00.000
588,215,"{""colors"":[""Orange"",""Black"",""Green"",""Orange"",""White""],""first_choice"":""Play-Doh"",""second_choice"":""Toy musical instruments""}",2024-09-25 00:00:00.000
589,805,"{""colors"":[""Red"",""Purple"",""Brown""],""first_choice"":""Dollhouses"",""second_choice"":""Dollhouses""}",2024-11-29 00:00:00.000
590,11,"{""colors"":[""Yellow"",""Blue"",""Red""],""first_choice"":""Action figures"",""second_choice"":""Jump ropes""}",2024-02-05 00:00:00.000
591,14,"{""colors"":[""Yellow"",""Brown"",""Yellow""],""first_choice"":""Stuffed animals"",""second_choice"":""Teddy bears""}",2024-08-31 00:00:00.000
592,896,"{""colors"":[""Green"",""Pink""],""first_choice"":""Jump ropes"",""second_choice"":""Stuffed animals""}",2024-04-09 00:00:00.000
593,791,"{""colors"":[""Orange"",""Brown""],""first_choice"":""Toy trains"",""second_choice"":""Jigsaw puzzles""}",2024-02-22 00:00:00.000
594,380,"{""colors"":[""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Building blocks""}",2024-04-03 00:00:00.000
595,418,"{""colors"":[""White"",""Blue"",""Blue""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-11-25 00:00:00.000
596,526,"{""colors"":[""Green"",""Brown"",""Red"",""Pink""],""first_choice"":""Barbie dolls"",""second_choice"":""Jigsaw puzzles""}",2024-10-25 00:00:00.000
597,385,"{""colors"":[""Green"",""Black"",""Brown"",""Yellow"",""Orange""],""first_choice"":""Barbie dolls"",""second_choice"":""Teddy bears""}",2024-08-14 00:00:00.000
598,341,"{""colors"":[""Blue"",""Red"",""Pink"",""White""],""first_choice"":""Hula hoops"",""second_choice"":""Toy musical instruments""}",2024-11-01 00:00:00.000
599,441,"{""colors"":[""Black"",""Orange"",""Green""],""first_choice"":""Action figures"",""second_choice"":""Action figures""}",2024-11-22 00:00:00.000
600,260,"{""colors"":[""Orange"",""Blue"",""White"",""Green"",""Orange""],""first_choice"":""LEGO blocks"",""second_choice"":""Building blocks""}",2024-01-23 00:00:00.000
601,706,"{""colors"":[""White""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy musical instruments""}",2024-12-05 00:00:00.000
602,197,"{""colors"":[""Pink"",""Blue""],""first_choice"":""Board games"",""second_choice"":""Barbie dolls""}",2024-10-18 00:00:00.000
603,32,"{""colors"":[""Black"",""Pink"",""Pink""],""first_choice"":""LEGO blocks"",""second_choice"":""Hula hoops""}",2024-07-22 00:00:00.000
604,423,"{""colors"":[""Orange"",""Brown"",""Brown"",""Red""],""first_choice"":""Dollhouses"",""second_choice"":""Remote control cars""}",2024-08-03 00:00:00.000
605,753,"{""colors"":[""Red"",""Black"",""Brown"",""Purple"",""Green""],""first_choice"":""LEGO blocks"",""second_choice"":""Remote control cars""}",2024-12-09 00:00:00.000
606,671,"{""colors"":[""Orange"",""Brown""],""first_choice"":""Dollhouses"",""second_choice"":""Rubiks cubes""}",2024-05-05 00:00:00.000
607,936,"{""colors"":[""Yellow"",""Blue"",""Pink""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trucks""}",2024-03-11 00:00:00.000
608,852,"{""colors"":[""Yellow"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Toy trains""}",2024-12-03 00:00:00.000
609,531,"{""colors"":[""Pink"",""Green"",""White"",""Pink"",""Black""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Hula hoops""}",2024-05-19 00:00:00.000
610,294,"{""colors"":[""Purple"",""Brown""],""first_choice"":""Building sets"",""second_choice"":""Yo-yos""}",2024-11-29 00:00:00.000
611,963,"{""colors"":[""Purple"",""Black""],""first_choice"":""Hula hoops"",""second_choice"":""Action figures""}",2024-09-21 00:00:00.000
612,218,"{""colors"":[""Pink"",""Blue""],""first_choice"":""Rubiks cubes"",""second_choice"":""Rubiks cubes""}",2024-07-21 00:00:00.000
613,50,"{""colors"":[""Red"",""Purple""],""first_choice"":""Building sets"",""second_choice"":""Remote control cars""}",2024-06-06 00:00:00.000
614,668,"{""colors"":[""Blue""],""first_choice"":""Building sets"",""second_choice"":""LEGO blocks""}",2024-11-17 00:00:00.000
615,616,"{""colors"":[""Purple"",""Yellow"",""Black""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-07-09 00:00:00.000
616,951,"{""colors"":[""Purple"",""Pink"",""Purple"",""White"",""Red""],""first_choice"":""Play-Doh"",""second_choice"":""Jigsaw puzzles""}",2024-07-13 00:00:00.000
617,28,"{""colors"":[""Green"",""Blue"",""Red"",""Black""],""first_choice"":""LEGO blocks"",""second_choice"":""Board games""}",2024-03-14 00:00:00.000
618,65,"{""colors"":[""Red"",""Black""],""first_choice"":""Barbie dolls"",""second_choice"":""Teddy bears""}",2024-01-07 00:00:00.000
619,496,"{""colors"":[""White"",""Red"",""Brown"",""Orange"",""White""],""first_choice"":""Dollhouses"",""second_choice"":""Play-Doh""}",2024-11-19 00:00:00.000
620,84,"{""colors"":[""White"",""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Toy trains""}",2024-02-22 00:00:00.000
621,715,"{""colors"":[""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Stuffed animals""}",2024-08-25 00:00:00.000
622,718,"{""colors"":[""Purple""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-12-02 00:00:00.000
623,777,"{""colors"":[""Brown"",""Orange"",""Brown"",""Pink""],""first_choice"":""Rubiks cubes"",""second_choice"":""Jump ropes""}",2024-09-17 00:00:00.000
624,505,"{""colors"":[""Purple"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Building sets""}",2024-12-05 00:00:00.000
625,465,"{""colors"":[""Black"",""Brown"",""White"",""Pink""],""first_choice"":""Remote control cars"",""second_choice"":""Building sets""}",2024-09-04 00:00:00.000
626,172,"{""colors"":[""Purple"",""Orange"",""Red""],""first_choice"":""LEGO blocks"",""second_choice"":""Remote control cars""}",2024-11-16 00:00:00.000
627,222,"{""colors"":[""Pink"",""Red"",""Green""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-08-19 00:00:00.000
628,743,"{""colors"":[""Green"",""Purple"",""Purple"",""Orange""],""first_choice"":""Building blocks"",""second_choice"":""Building sets""}",2024-05-15 00:00:00.000
629,54,"{""colors"":[""Purple"",""Blue"",""Red""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy trains""}",2024-05-02 00:00:00.000
630,569,"{""colors"":[""Pink"",""Blue"",""Purple""],""first_choice"":""Jump ropes"",""second_choice"":""Play-Doh""}",2024-04-02 00:00:00.000
631,74,"{""colors"":[""Black"",""Red"",""Black"",""Red"",""Red""],""first_choice"":""Yo-yos"",""second_choice"":""Stuffed animals""}",2024-02-02 00:00:00.000
632,476,"{""colors"":[""Pink""],""first_choice"":""Board games"",""second_choice"":""Building blocks""}",2024-06-27 00:00:00.000
633,751,"{""colors"":[""Blue"",""Pink"",""Green""],""first_choice"":""Action figures"",""second_choice"":""Play-Doh""}",2024-01-05 00:00:00.000
634,702,"{""colors"":[""Yellow"",""Green""],""first_choice"":""Hula hoops"",""second_choice"":""Play-Doh""}",2024-10-12 00:00:00.000
635,223,"{""colors"":[""Pink"",""Pink"",""White"",""Purple""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-10-21 00:00:00.000
636,88,"{""colors"":[""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy trucks""}",2024-10-01 00:00:00.000
637,523,"{""colors"":[""Black"",""Green"",""White"",""Yellow"",""Black""],""first_choice"":""Jump ropes"",""second_choice"":""LEGO blocks""}",2024-07-05 00:00:00.000
638,438,"{""colors"":[""Brown"",""Pink""],""first_choice"":""Toy musical instruments"",""second_choice"":""LEGO blocks""}",2024-07-26 00:00:00.000
639,187,"{""colors"":[""White"",""Blue"",""Yellow"",""Red""],""first_choice"":""Stuffed animals"",""second_choice"":""Rubiks cubes""}",2024-06-18 00:00:00.000
640,973,"{""colors"":[""Orange"",""Blue"",""White"",""White""],""first_choice"":""Barbie dolls"",""second_choice"":""Play-Doh""}",2024-08-10 00:00:00.000
641,187,"{""colors"":[""Brown"",""White"",""Orange"",""Black""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy musical instruments""}",2024-07-24 00:00:00.000
642,995,"{""colors"":[""Purple"",""White"",""Purple""],""first_choice"":""Play-Doh"",""second_choice"":""Action figures""}",2024-01-25 00:00:00.000
643,755,"{""colors"":[""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy kitchen sets""}",2024-09-14 00:00:00.000
644,917,"{""colors"":[""Red"",""Black"",""Purple"",""Brown"",""Blue""],""first_choice"":""Action figures"",""second_choice"":""Barbie dolls""}",2024-02-13 00:00:00.000
645,933,"{""colors"":[""Black"",""Pink"",""Black"",""Pink"",""Orange""],""first_choice"":""Toy trucks"",""second_choice"":""Board games""}",2024-11-19 00:00:00.000
646,830,"{""colors"":[""Blue"",""White"",""Blue"",""Brown""],""first_choice"":""Barbie dolls"",""second_choice"":""Action figures""}",2024-02-27 00:00:00.000
647,306,"{""colors"":[""Pink"",""Green""],""first_choice"":""Hula hoops"",""second_choice"":""Barbie dolls""}",2024-01-10 00:00:00.000
648,399,"{""colors"":[""Blue""],""first_choice"":""Building blocks"",""second_choice"":""Toy trucks""}",2024-12-14 00:00:00.000
649,356,"{""colors"":[""Yellow"",""Purple"",""Yellow""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy kitchen sets""}",2024-02-07 00:00:00.000
650,62,"{""colors"":[""Green""],""first_choice"":""Action figures"",""second_choice"":""Teddy bears""}",2024-07-19 00:00:00.000
651,490,"{""colors"":[""Brown"",""White"",""Purple""],""first_choice"":""Rubiks cubes"",""second_choice"":""Dollhouses""}",2024-08-16 00:00:00.000
652,638,"{""colors"":[""Pink"",""Orange"",""Red"",""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Barbie dolls""}",2024-08-01 00:00:00.000
653,324,"{""colors"":[""Yellow"",""Red""],""first_choice"":""Barbie dolls"",""second_choice"":""Play-Doh""}",2024-12-12 00:00:00.000
654,124,"{""colors"":[""Orange"",""Purple"",""Blue"",""Brown"",""Purple""],""first_choice"":""Rubiks cubes"",""second_choice"":""Remote control cars""}",2024-07-09 00:00:00.000
655,30,"{""colors"":[""Green"",""Orange"",""Red"",""Pink"",""Purple""],""first_choice"":""Remote control cars"",""second_choice"":""Remote control cars""}",2024-04-17 00:00:00.000
656,793,"{""colors"":[""Purple"",""Pink"",""Brown"",""Orange""],""first_choice"":""Rubiks cubes"",""second_choice"":""Board games""}",2024-02-22 00:00:00.000
657,721,"{""colors"":[""Black"",""Yellow"",""Orange"",""Black"",""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Play-Doh""}",2024-09-02 00:00:00.000
658,992,"{""colors"":[""Yellow""],""first_choice"":""Yo-yos"",""second_choice"":""Yo-yos""}",2024-02-21 00:00:00.000
659,459,"{""colors"":[""Yellow"",""White"",""Black"",""Green"",""Pink""],""first_choice"":""Stuffed animals"",""second_choice"":""Stuffed animals""}",2024-05-11 00:00:00.000
660,74,"{""colors"":[""Pink"",""Blue"",""Green"",""Brown"",""White""],""first_choice"":""Jump ropes"",""second_choice"":""Stuffed animals""}",2024-06-02 00:00:00.000
661,765,"{""colors"":[""White"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Remote control cars""}",2024-08-11 00:00:00.000
662,78,"{""colors"":[""Orange"",""Yellow""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Hula hoops""}",2024-04-03 00:00:00.000
663,515,"{""colors"":[""Pink"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Toy trains""}",2024-01-21 00:00:00.000
664,577,"{""colors"":[""Green"",""Black"",""Red"",""Yellow"",""Purple""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy musical instruments""}",2024-01-29 00:00:00.000
665,894,"{""colors"":[""Purple"",""Purple"",""Black""],""first_choice"":""Toy trucks"",""second_choice"":""LEGO blocks""}",2024-10-15 00:00:00.000
666,312,"{""colors"":[""Green""],""first_choice"":""Rubiks cubes"",""second_choice"":""Board games""}",2024-02-06 00:00:00.000
667,550,"{""colors"":[""Purple""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-07-16 00:00:00.000
668,597,"{""colors"":[""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy kitchen sets""}",2024-01-24 00:00:00.000
669,746,"{""colors"":[""Brown"",""Purple"",""White"",""Pink""],""first_choice"":""Toy trucks"",""second_choice"":""Stuffed animals""}",2024-02-01 00:00:00.000
670,672,"{""colors"":[""White"",""White"",""Red"",""Black"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Play-Doh""}",2024-02-08 00:00:00.000
671,71,"{""colors"":[""Black"",""Pink""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy trains""}",2024-04-22 00:00:00.000
672,984,"{""colors"":[""White"",""Yellow"",""Red""],""first_choice"":""Yo-yos"",""second_choice"":""Yo-yos""}",2024-08-21 00:00:00.000
673,466,"{""colors"":[""Purple"",""White"",""Black""],""first_choice"":""Stuffed animals"",""second_choice"":""LEGO blocks""}",2024-05-09 00:00:00.000
674,869,"{""colors"":[""Yellow""],""first_choice"":""Action figures"",""second_choice"":""Remote control cars""}",2024-09-23 00:00:00.000
675,354,"{""colors"":[""Green"",""Yellow"",""White"",""Green""],""first_choice"":""Play-Doh"",""second_choice"":""Rubiks cubes""}",2024-01-20 00:00:00.000
676,283,"{""colors"":[""Orange"",""Pink"",""Red""],""first_choice"":""Board games"",""second_choice"":""Toy musical instruments""}",2024-05-25 00:00:00.000
677,661,"{""colors"":[""Purple"",""Red"",""Purple"",""Purple"",""Purple""],""first_choice"":""Teddy bears"",""second_choice"":""Barbie dolls""}",2024-04-27 00:00:00.000
678,822,"{""colors"":[""Pink""],""first_choice"":""Jump ropes"",""second_choice"":""Toy trains""}",2024-06-01 00:00:00.000
679,782,"{""colors"":[""Black""],""first_choice"":""Teddy bears"",""second_choice"":""Toy trucks""}",2024-06-12 00:00:00.000
680,410,"{""colors"":[""Red"",""Black"",""Black"",""Green"",""Blue""],""first_choice"":""Jump ropes"",""second_choice"":""Stuffed animals""}",2024-02-18 00:00:00.000
681,104,"{""colors"":[""White"",""Green"",""White"",""Green"",""Yellow""],""first_choice"":""Teddy bears"",""second_choice"":""Hula hoops""}",2024-11-26 00:00:00.000
682,323,"{""colors"":[""Black"",""Brown"",""Orange"",""Purple""],""first_choice"":""Remote control cars"",""second_choice"":""Teddy bears""}",2024-07-24 00:00:00.000
683,739,"{""colors"":[""Blue""],""first_choice"":""Building blocks"",""second_choice"":""Yo-yos""}",2024-02-23 00:00:00.000
684,627,"{""colors"":[""Orange""],""first_choice"":""Barbie dolls"",""second_choice"":""Dollhouses""}",2024-09-19 00:00:00.000
685,15,"{""colors"":[""Orange"",""Purple"",""Yellow""],""first_choice"":""Teddy bears"",""second_choice"":""LEGO blocks""}",2024-06-21 00:00:00.000
686,122,"{""colors"":[""White"",""Yellow""],""first_choice"":""LEGO blocks"",""second_choice"":""Jump ropes""}",2024-11-17 00:00:00.000
687,450,"{""colors"":[""Green""],""first_choice"":""Board games"",""second_choice"":""Rubiks cubes""}",2024-10-21 00:00:00.000
688,211,"{""colors"":[""Green"",""Orange"",""Orange""],""first_choice"":""Yo-yos"",""second_choice"":""Stuffed animals""}",2024-09-02 00:00:00.000
689,348,"{""colors"":[""Red"",""Green"",""Purple"",""Blue""],""first_choice"":""LEGO blocks"",""second_choice"":""Play-Doh""}",2024-09-24 00:00:00.000
690,60,"{""colors"":[""Red"",""Black"",""Yellow"",""Orange""],""first_choice"":""Toy trucks"",""second_choice"":""Play-Doh""}",2024-05-19 00:00:00.000
691,796,"{""colors"":[""Yellow"",""White"",""Red"",""Orange""],""first_choice"":""Teddy bears"",""second_choice"":""Toy kitchen sets""}",2024-08-03 00:00:00.000
692,602,"{""colors"":[""Red"",""Orange"",""Black"",""Orange""],""first_choice"":""Board games"",""second_choice"":""Play-Doh""}",2024-11-03 00:00:00.000
693,430,"{""colors"":[""Pink"",""Yellow"",""Red"",""Red""],""first_choice"":""Dollhouses"",""second_choice"":""Stuffed animals""}",2024-11-04 00:00:00.000
694,468,"{""colors"":[""White"",""Brown"",""Yellow"",""Blue""],""first_choice"":""Remote control cars"",""second_choice"":""Remote control cars""}",2024-05-22 00:00:00.000
695,350,"{""colors"":[""Red"",""Yellow"",""Brown""],""first_choice"":""Hula hoops"",""second_choice"":""Jump ropes""}",2024-09-16 00:00:00.000
696,730,"{""colors"":[""Pink""],""first_choice"":""Dollhouses"",""second_choice"":""Board games""}",2024-03-10 00:00:00.000
697,977,"{""colors"":[""Yellow"",""Brown"",""Orange"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Toy kitchen sets""}",2024-03-02 00:00:00.000
698,153,"{""colors"":[""Black"",""Brown"",""Orange"",""Orange"",""Black""],""first_choice"":""Hula hoops"",""second_choice"":""Building sets""}",2024-11-20 00:00:00.000
699,687,"{""colors"":[""White"",""Blue"",""Black"",""Purple""],""first_choice"":""Toy trucks"",""second_choice"":""Action figures""}",2024-09-06 00:00:00.000
700,849,"{""colors"":[""Green"",""Purple"",""Yellow"",""Purple"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Stuffed animals""}",2024-03-10 00:00:00.000
701,980,"{""colors"":[""Green""],""first_choice"":""Building sets"",""second_choice"":""Toy musical instruments""}",2024-06-03 00:00:00.000
702,653,"{""colors"":[""Pink"",""Orange""],""first_choice"":""Dollhouses"",""second_choice"":""Play-Doh""}",2024-07-25 00:00:00.000
703,299,"{""colors"":[""Blue"",""Red"",""White"",""White"",""Green""],""first_choice"":""Building sets"",""second_choice"":""Yo-yos""}",2024-02-20 00:00:00.000
704,259,"{""colors"":[""Yellow"",""Pink"",""Orange"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Jump ropes""}",2024-03-31 00:00:00.000
705,255,"{""colors"":[""Blue"",""Purple"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Remote control cars""}",2024-01-22 00:00:00.000
706,78,"{""colors"":[""Red""],""first_choice"":""Toy musical instruments"",""second_choice"":""Building sets""}",2024-10-25 00:00:00.000
707,836,"{""colors"":[""Red"",""Blue"",""Purple"",""Purple"",""Pink""],""first_choice"":""Jump ropes"",""second_choice"":""Hula hoops""}",2024-05-15 00:00:00.000
708,679,"{""colors"":[""Yellow""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-06-11 00:00:00.000
709,229,"{""colors"":[""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Yo-yos""}",2024-04-11 00:00:00.000
710,85,"{""colors"":[""Blue"",""Black""],""first_choice"":""Stuffed animals"",""second_choice"":""Rubiks cubes""}",2024-04-23 00:00:00.000
711,763,"{""colors"":[""White""],""first_choice"":""Remote control cars"",""second_choice"":""Barbie dolls""}",2024-10-17 00:00:00.000
712,108,"{""colors"":[""Blue"",""Purple"",""Yellow""],""first_choice"":""Play-Doh"",""second_choice"":""Dollhouses""}",2024-11-22 00:00:00.000
713,646,"{""colors"":[""Yellow"",""Black"",""Orange"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Board games""}",2024-07-08 00:00:00.000
714,57,"{""colors"":[""Yellow"",""Pink"",""White"",""Orange"",""Black""],""first_choice"":""Teddy bears"",""second_choice"":""Building sets""}",2024-01-23 00:00:00.000
715,592,"{""colors"":[""Purple"",""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Hula hoops""}",2024-05-26 00:00:00.000
716,173,"{""colors"":[""Green"",""Brown"",""Brown""],""first_choice"":""Toy trains"",""second_choice"":""Play-Doh""}",2024-07-16 00:00:00.000
717,620,"{""colors"":[""Black"",""Green"",""Black"",""Green""],""first_choice"":""Building blocks"",""second_choice"":""Barbie dolls""}",2024-04-12 00:00:00.000
718,545,"{""colors"":[""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy trucks""}",2024-11-05 00:00:00.000
719,31,"{""colors"":[""Yellow"",""Brown"",""Black"",""White""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jump ropes""}",2024-06-02 00:00:00.000
720,131,"{""colors"":[""Brown"",""Red"",""Red"",""Black"",""Yellow""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Action figures""}",2024-10-28 00:00:00.000
721,972,"{""colors"":[""Blue"",""Red"",""Blue"",""Yellow"",""Blue""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-06-18 00:00:00.000
